3830233.00;  2664381.00;  4473704.00;  2639123.00;  2692437.00;  2209695.00;  1905587.00;  1456739.00;  3401821.00;  3357188.00;  2526296.00;  4865504.00;  3925530.00;  3440327.00;  280039.00;  1214524.00;  261737.00;  1492992.00;  252315.00;  582430.00;  
3836048.00;  2666844.00;  4483057.00;  2642186.00;  2697539.00;  2215682.00;  1908952.00;  1461012.00;  3407770.00;  3366949.00;  2533886.00;  4873460.00;  3931242.00;  3447582.00;  279867.00;  1215914.00;  261303.00;  1494128.00;  252847.00;  582917.00;  
3843599.00;  2671094.00;  4489841.00;  2644232.00;  2700799.00;  2218464.00;  1913247.00;  1459889.00;  3417590.00;  3376852.00;  2533101.00;  8388607.00;  3934650.00;  3450500.00;  280915.00;  1219492.00;  262948.00;  1495754.00;  253951.00;  581570.00;  
3852398.00;  2674626.00;  4496183.00;  2647672.00;  2707790.00;  2224679.00;  1916632.00;  1465188.00;  3420473.00;  3385631.00;  2537082.00;  4889162.00;  3939333.00;  3455280.00;  282798.00;  1223421.00;  263579.00;  1495347.00;  253990.00;  582008.00;  
3861271.00;  2678670.00;  4506587.00;  2651381.00;  2713278.00;  2231355.00;  1916950.00;  1469141.00;  3429459.00;  3396563.00;  2541143.00;  4898759.00;  3944607.00;  3460287.00;  284783.00;  1224416.00;  263257.00;  1497169.00;  254270.00;  584053.00;  
3871159.00;  2684445.00;  4516529.00;  2653989.00;  2717896.00;  2237636.00;  1923184.00;  1471230.00;  3439169.00;  3409806.00;  2549105.00;  4910507.00;  3951530.00;  3467359.00;  283957.00;  1226998.00;  265549.00;  1497321.00;  253340.00;  583066.00;  
3879882.00;  2687676.00;  4527256.00;  2659365.00;  2723197.00;  2245777.00;  1925073.00;  1476355.00;  3443374.00;  3425700.00;  2559871.00;  8388607.00;  3961531.00;  3476123.00;  286005.00;  1231382.00;  265386.00;  8388607.00;  262143.00;  589823.00;  
3887808.00;  2690776.00;  4535083.00;  2663065.00;  2731955.00;  2250745.00;  1929196.00;  1481687.00;  3452622.00;  3432153.00;  2558426.00;  4929935.00;  3970622.00;  3482311.00;  286766.00;  1231151.00;  264847.00;  1498082.00;  262143.00;  582620.00;  
3899391.00;  2696116.00;  4543902.00;  2665638.00;  2883583.00;  2256533.00;  1933492.00;  1486927.00;  3461578.00;  3440963.00;  2564994.00;  4936661.00;  3972166.00;  3485214.00;  287776.00;  1234830.00;  267348.00;  1497951.00;  253280.00;  589823.00;  
3905535.00;  2700731.00;  4552433.00;  2668178.00;  2744319.00;  2261300.00;  1935931.00;  1488583.00;  3465012.00;  3451515.00;  2572114.00;  8388607.00;  3978699.00;  3491442.00;  290457.00;  1236550.00;  266765.00;  1499258.00;  255217.00;  582391.00;  
3913651.00;  2702557.00;  4563300.00;  2673122.00;  2750463.00;  2266675.00;  1939994.00;  1492485.00;  3476673.00;  3461363.00;  2573287.00;  4980735.00;  3983127.00;  3496199.00;  288243.00;  2097151.00;  266841.00;  1497905.00;  254975.00;  582959.00;  
3921376.00;  2706559.00;  4572276.00;  2677060.00;  2753411.00;  2272191.00;  1943061.00;  1494597.00;  3485311.00;  3471306.00;  2577400.00;  4957764.00;  3991146.00;  3501041.00;  290133.00;  1239740.00;  267305.00;  1500379.00;  255720.00;  582637.00;  
3930297.00;  2710447.00;  4583550.00;  2680606.00;  2760687.00;  2274815.00;  1947211.00;  1497151.00;  3495228.00;  3481589.00;  2577946.00;  4968248.00;  3997656.00;  3506480.00;  524287.00;  1243860.00;  268632.00;  1501259.00;  255059.00;  582297.00;  
3937767.00;  2714650.00;  4594591.00;  2685013.00;  2764895.00;  2281360.00;  1949686.00;  1502227.00;  3504903.00;  3491212.00;  2586806.00;  4977178.00;  4005056.00;  3511083.00;  292507.00;  1244914.00;  269829.00;  1501637.00;  255219.00;  583303.00;  
3946491.00;  2719185.00;  4605461.00;  2687881.00;  2770384.00;  2287939.00;  1953638.00;  1504342.00;  3510689.00;  3500994.00;  2595337.00;  4983304.00;  4015191.00;  3517361.00;  293227.00;  1248089.00;  271120.00;  4194303.00;  2097151.00;  583006.00;  
3955028.00;  2721629.00;  4613766.00;  2692156.00;  2775453.00;  2293366.00;  1956866.00;  1507178.00;  3518245.00;  3510647.00;  2600856.00;  4990381.00;  4016821.00;  3523497.00;  294999.00;  1251527.00;  270999.00;  1504478.00;  255967.00;  583039.00;  

